,GFP5-1 Sum,GFP5-2 Sum,GFP9-1 Sum,GFP9-2 Sum,O2.9-1 Sum,O2.9-2 Sum,O2.10-1 Sum
Athl1,126.913,118.692,125.246,130.839,125.065,132.524,106.558
Rpl24,3264.22,2401.51,3694.02,3105.4,3773.86,4186.7,3773.86
Rbfox2,598.47,805.68,681.379,746.57,769.963,841.225,711.939
Fra10ac1,58.2248,55.757,55.278,60.9894,77.1385,81.4659,63.1834
Rcn2,1054.8,1015.6,1182.73,1178.15,1318.34,1357.85,1470.23
Dpcd,213.248,238.262,248.255,251.479,333.589,306.494,268.418
Mob1b,906.507,756.744,798.662,824.712,959.68,982.515,833.564
Sumf2,675.805,746.995,668.012,685.54,736.869,728.231,711.753
Dnaaf2,112.509,90.5245,118.403,128.577,103.866,105.15,96.1551
Daam1,686.705,631.729,622.114,634.951,245.424,266.904,323.513
Map4k5,1789.32,1209.05,2005.31,1673.34,1710.33,1682.75,2250.32
Fignl1,258.415,303.936,259.561,274.513,301.598,320.51,266.605
Fam175a,327.922,377.779,313.552,341.386,435.856,422.753,409.657
Ppp1r18,1605.2,1830.15,1556.37,1592.06,1327.71,1357.62,1455.45
Cnpy4,959.342,1042.6,1021.52,1102.77,1011.84,961.58,1096.02
Lix1l,184.037,218.469,211.063,237.111,293.505,269.165,194.566
Heatr3,1421.6,1431.28,1502.2,1478.16,1712.97,1639.29,2045
Kansl2,189.968,172.058,183.809,193.491,170.249,197.359,204.723
Fam102b,252.164,321.182,316.96,320.187,262.854,271.413,190.656
Hus1,176.928,141.505,89.9101,163.083,152.345,157.381,170.499
Fam177a1,282.137,309.82,267.061,328.701,261.008,233.877,236
Suds3,143.175,146.889,160.539,165.438,182.237,173.285,146.477
Yipf6,131.944,105.738,131.703,134.592,174.17,155.415,160.718
,53.0744,59.4502,53.8891,62.3244,55.466,56.3081,64.3615
Palm2,1893.61,2010.96,1548.58,1638.37,2556.77,2437.84,1377.35
Scfd1,3040.84,3433.19,3095.22,3537.07,3059.03,3103.08,3256.24
Tmem209,859.791,394.929,841.158,514.61,945.669,1027.74,1222.37
Tmtc3,1551.05,580.188,1753.74,866.251,1240.93,1392.48,1865.46
Kmt2c,20.6561,13.9803,20.5412,19.3397,29.6108,33.2042,35.9588
Man2a2,414.84,483.602,428.12,416.514,460.517,457.272,575.296
Gorab,157.921,172.955,135.429,143.675,158.725,150.549,112.48
Cc2d1b,2883.44,3364.86,2946.39,3229.25,2932.78,2810.36,1534.68
Clasp2,1909.8,1972.67,1846.82,2039.32,1789.03,1840.78,1810.65
Kiaa1671,70.7593,66.5734,82.1678,69.4703,127.588,123.606,89.8316
Ttc26,29.5923,31.2583,47.1868,38.749,56.8783,61.2263,53.5121
Pisd,270.497,342.075,299.652,316.308,276.7,264.995,341.953
R3hcc1,339.142,376.742,354.275,381.01,236.928,236.451,269.816
Rps6kb1,567.878,476.936,625.727,570.618,732.754,739.66,670.578
Arf2,2847.03,2624.22,2432.89,2765.99,2590.36,2376.25,1889.86
Phf23,58.9675,68.3368,58.232,79.2821,76.48,75.4359,61.1996
Ncaph2,602.991,680.929,625.219,677.985,694.294,673.799,563.265
Pbrm1,2980.7,2230.27,3551.59,2844.13,3419.83,3375.64,3978.76
Asph,2460.38,1096.56,3082.38,1648.2,3476.37,3813.43,3148.76
Ap3s2,416.005,407.291,397.151,413.657,380.105,354.695,510.153
Cep55,3296.24,3756.74,3002.42,3207.49,4299.61,4183.66,2675.81
Cnot4,622.605,688.98,536.692,606.215,636.193,563.509,495.446
,116.727,60.5601,91.9616,69.2098,110.428,126.534,239.849
Cpne3,1999.6,2040.38,2183.65,2278.58,1898.04,1810.76,1234.76
Lig4,100.856,57.4687,85.0846,62.0701,112.279,100.183,131.526
Tcp11l1,342.858,395.77,357.737,399.701,273.938,220.032,219.436
Csnk1g1,348.916,329.825,333.53,332.211,289.044,325.145,308.751
Ankrd52,1592.56,2012.26,1300.93,1564.81,714.298,750.439,698.286
Srrm2,4836.76,5524.75,5106.18,5677.98,4949.6,4921.22,4438.47
Pik3cb,473.669,355.802,423.214,391.094,454.714,473.577,482.74
Enpp4,544.788,540.52,518.111,481.215,505.822,500.312,502.37
Flna,32541,26749.7,32985.8,28098.3,46367.9,50625.2,49242.4
Nup54,2547.69,3128.09,2541.54,2951.21,2378.24,2224.78,2128.36
Diexf,1000.04,866.689,1122.14,978.475,895.616,868.96,1356.42
Gtl3,586.306,437.629,597.237,556.55,603.331,622.588,554.69
Tusc3,491.283,196.936,513.092,294.943,617.193,628.104,569.002
Cpsf7,1471.26,1413.41,1547.03,1568.21,1646.77,1588.77,1401.73
Exosc6,990.599,1098.52,938.161,1160.39,948.343,910.281,959.386
Cdk5rap1,78.139,99.6335,83.821,87.6004,90.0671,102.131,101.971
Pak4,464.511,379.191,476.488,413.75,432.619,430.001,378.019
Hsdl1,526.892,425.711,572.27,436.359,522.256,611.252,622.048
Ccbl1,66.7865,77.4628,63.7628,61.6302,65.4004,67.4404,66.1594
Scfd2,244.027,252.696,264.382,288.743,318.014,337.014,333.72
Anapc5,1672.64,1940.85,1891.42,2043.92,1711.33,1712.85,1278.2
Ankrd46,151.312,106.455,176.788,136.973,200.27,221.626,214.635
Gmppb,880.094,1043.46,785.928,968.039,891.935,869.967,810.614
Pwp2,1261.49,1388.01,1378.11,1336.87,1224.33,1202.3,1553.29
Ubr7,736.09,876.673,798.198,918.015,827.164,809.774,722.817
Tox4,1659.32,1967.23,1875.92,1823.13,1327.78,1321.42,1708.55
Sec62,392.445,131.269,423.191,202.448,400.488,438.255,547.489
Iars,6299.32,5546.88,7149.06,6703.39,7061.19,6774.81,8935.44
Rap2c,290.335,262.952,241.396,216.17,329.407,326.211,255.399
Ilvbl,484.552,255.329,502.535,348.211,530.304,562.412,609.224
Msrb3,231.658,308.575,181.651,199.735,366.103,388.523,246.319
Mrpl22,935.293,963.983,1060.25,950.436,1007.14,969.479,1178.8
Wdfy2,389.784,438.465,390.146,457.779,529.098,528.107,623.972
Aifm2,54.4727,45.6677,50.3944,58.3885,59.2976,65.0229,79.4441
Senp7,761.055,602.758,752.776,695.603,838.794,863.474,878.992
LRWD1,708.106,470.884,767.979,588.303,647.52,737.362,779.174
Hook3,3016.08,3460.32,3079.07,3415.76,3438.56,3358.39,2817.04
Klhl7,126.958,162.63,131.293,155.211,182.435,176.51,160.653
Plekha1,225.207,239.604,214.153,216.3,163.843,174.225,174.907
Smad3,118.126,102.001,122.011,144.339,117.706,118.149,108.4
Foxj3,48.6798,42.7651,49.8107,47.6683,30.5014,33.2734,31.9889
Dock1,1544.33,1196.54,1945.66,1651.43,2340.1,2305.68,2373.36
Gpr107,710.825,574.986,613.494,624.396,506.388,508.223,585.531
Timmdc1,77.9198,67.6451,76.6657,64.4276,97.9396,98.7609,90.6596
Pggt1b,580.181,648.643,545.948,638.924,654.415,625.897,519.937
Cops7b,917.031,1054.74,914.604,1047.63,759.215,835.42,829.028
Lmod1,392.461,308.195,291.331,280.289,1786.36,1823.75,615.685
,692.353,685.233,696.581,719.572,825.612,819.411,743.724
Atp6v1h,2062.74,2113.62,2235.24,2203.25,1727.73,1666.81,2337.28
Whsc1,1426.68,1453.59,1584.18,1544.2,1689.37,1688.62,1476.93
Pdcl3,1791.96,1878.14,1628.02,1730.42,1326.22,1145.53,1064.31
Ccdc30,391.275,286.32,290.366,345.4,263.187,170.696,213.786
Aph1a,216.485,136.196,190.939,147.149,173.03,181.168,224.239
Dpp9,1342.22,1487.33,1395.21,1424.85,1421.25,1372.76,1794.86
Mettl6,149.395,173.259,190.163,177.832,118.09,126.306,178.71
Qdpr,2221.3,2610.22,1645.15,1969.64,1868.18,1778.12,1694.09
Stx16,283.416,280.817,301.509,268.866,257.198,266.97,342.78
Snx17,346.787,252.694,327.376,308.956,284.231,282.697,411.262
Mterfd2,577.991,593.256,645.113,654.955,851.234,637.242,730.759
Csnk1g2,200.009,160.847,196.175,183.419,234.069,205.642,182.392
Ppme1,1967.95,2353.55,1754.67,2147.46,1867.6,1822.63,1781.33
Rspry1,42.5893,31.5488,46.2456,45.1035,60.0051,53.6462,63.7256
Lrch3,1111.88,1195.82,1050.07,1113.99,985.581,1008.34,768.227
Nudt9,1320.69,1512.74,1517.59,1598.31,1747.32,1697.54,1845.55
Ganc,406.782,390.559,392.949,429.889,613.313,622.273,553.309
Ptrh1,334.249,397.649,372.432,347.74,383.292,384.556,503.573
Nob1,1393.21,1257.79,1471.5,1399.51,1310.81,1225.71,1352.67
Ttc12,176.534,151.855,152.025,168.398,160.015,141.886,166.667
Usp38,340.424,393.957,348.483,385.143,377.194,344.304,355.152
Kdm4a,637.435,708.432,613.616,651.767,520.224,545.264,453.795
Synpo2l,1953.03,2249.93,1183.74,1191.41,183.498,186.881,431.329
Steap2,45.9672,35.7473,55.3132,51.4677,104.632,115.868,176.61
Cdk19,125.981,120.98,134.926,159.256,163.034,157.63,161.007
Aldh5a1,414.758,455.254,494.032,482,659.084,646.766,705.885
Arrb1,102.466,106.001,128.518,133.175,171.269,157.351,165.55
Orai1,16.6325,15.6597,14.7894,15.7085,15.8705,13.1254,21.1932
Slc38a7,66.1332,66.1918,62.7362,59.8445,75.0114,68.5627,103.628
Phka2,289.049,290.779,242.474,278.022,402.968,419.698,347.657
Rbms3,1094.83,1287.69,995.091,1171.81,1040.21,961.327,937.983
Ptges2,584.508,696.664,664.207,682.527,611.246,583.301,891.546
B3gnt1,80.0924,52.4836,85.4754,72.6753,109.839,104.573,146.174
,2637.01,2374.03,2759.61,2748.77,2834.36,2772.03,3124.35
Pithd1,360.446,435.072,355.331,373.2,253.825,220.018,136.384
Usp40,945.361,865.915,1083.59,1023.13,1195.71,1234.59,1518.98
Rhpn2,120.794,91.0322,125.581,112.333,67.8931,71.221,98.9621
Gprin3,123.735,126.7,122.562,154.652,205.007,181.261,100.431
Acaa2,1835.77,2046.11,2545.18,2446.63,4521.65,4513.36,2579.58
Osgep,455.401,487.443,477.637,534.528,456.412,487.496,574.006
Larp4,2012.65,2172.47,1983.29,1916.49,1456.34,1510.13,1452.82
Pkn2,2404.94,1931.35,2654.22,2369.82,2370,2508.68,2647.34
Etf1,4729.47,5350.23,4073.08,4205.97,3504.26,3567.65,2707.51
Kiaa1524,4865.6,5397.24,3952.82,4451.36,4606.85,4409.19,2446.77
Naa25,1456.78,1095.51,1880.71,1646.32,1213.94,1170.68,1721.34
Kank2,3029.9,3451.58,2578.41,2862.91,3054.21,3044.3,2766.27
Ctdsp2,171.982,170.34,155.092,161.848,226.008,226.737,175.517
Rbbp5,1615.39,1881.3,1728.18,1850.25,1877.73,1756.71,1636.02
Pgam5,1748.18,1901.16,1584.88,1669.67,1341.06,1342.43,1806.61
Gemin5,3277.91,2852.86,3155.5,3047.43,3280.53,3114.5,4263.38
Pxk,347.739,240.553,361.656,307.67,362.754,398.509,626.248
Mdfic,12.632,7.55614,12.1199,14.1402,11.0879,13.7672,13.625
Vps13c,3845.96,3679.78,3643.26,3884.66,5027.52,4822.26,4874.53
Engase,113.777,99.0101,107.357,100.781,111.975,116.645,133.268
Fndc3a,981.187,410.87,1137.45,611.516,792.285,879.548,1315.86
Osbpl2,378.127,386.95,423.959,422.147,417.081,917.226,476.691
Clptm1l,1335,687.836,1494.16,1009.78,1744.9,1931.26,2527.04
Commd2,540.684,707.369,565.736,679.525,596.761,592.161,576.493
Ift57,97.9708,110.328,92.061,122.537,123.492,112.369,89.9628
Tmem62,203.024,83.35,227.445,141.807,196.589,216.008,368.887
,93.7868,66.2437,91.3252,72.8069,111.376,108.557,86.2513
Agap1,942.306,968.354,875.562,880.116,723.083,719.182,725.343
Arfrp1,156.896,146.081,119.365,139.229,99.5335,84.0757,120.385
Iffo1,789.267,899.148,595.789,662.539,468.062,409.773,318.661
Tmem87a,1275.28,1304.82,1090.73,1167.47,1114,1093.39,1101.44
Pigt,866.861,433.487,831.987,572.834,782.439,824.021,1035.56
Osbpl6,8.15813,6.06842,9.9023,11.1075,10.856,8.31091,61.9847
Bri3bp,912.724,271.422,1245.82,562.523,1052.87,1166.35,2083.48
Tmx3,1414.7,519.763,1546.66,794.612,2223.51,2594.62,1800.81
Nkrf,1474.8,1300.37,1677.73,1428.43,1545.96,1593.8,1982.59
Znf574,48.1485,32.8028,44.7583,41.202,40.1764,34.0858,39.1703
Hat1,2264.38,1707.96,2505.57,2118.61,1979.27,1918.73,1898.5
Usp47,6354.03,7248.46,5850.42,6472.99,5572.36,5368.72,5338.26
Slc44a2,1216.34,1137.12,1019.89,1048.13,1026.05,1007.09,1459.95
Slc44a2,142.313,137.233,136.56,126.755,134.446,147.944,148.012
Tbcd,2431.57,2691.12,2466.44,2730.85,2440.72,2409.01,2059.4
Poglut1,493.936,367.199,495.682,410.766,674.381,716.188,850.827
Taok3,391.9,426.985,367.775,390.174,320.03,335.7,288.938
Trmt13,272.885,220.14,287.554,254.441,250.555,222.957,312.165
Tbc1d17,1167.69,1133.93,1199.59,1489.57,1117.87,980.681,969.876
Chd9,18.1048,16.4641,22.8936,11.8769,19.5356,19.5608,22.0109
Tbc1d4,182.719,133.977,146.38,141.789,170.868,173.671,148.405
Ythdf3,1526.02,1473.48,1493.95,1445.28,1314.34,1310.37,1445.31
Yars2,608.154,666.243,651.263,607.103,770.242,745.8,658.662
Cars2,31.5882,25.7227,37.8042,33.392,36.8995,33.6546,47.121
Itpk1,287.561,338.954,204.714,225.454,200.311,215.489,186.753
Lcmt2,404.246,427.145,424.86,436.464,467.667,464.388,438.165
Lats1,1546.18,1095.37,2040.55,1692.44,1541.57,1580.3,1591.71
Tor1aip2,437.748,151.022,422.855,222.358,448.657,444.876,446.105
Eogt,288.652,279.053,208.054,209.776,461.277,441.022,242.466
Ttc39b,2698.2,2218.63,2764.67,2441.59,2319.62,2201.08,2104.02
Slc9a9,123.893,71.8877,146.089,92.3317,198.508,200.175,329.004
Prkd2,402.795,330.809,398.747,358.761,325.511,347.557,434.706
Parp12,227.397,198.72,242.403,252.309,406.987,405.528,368.094
Tns4,256.059,171.846,282.779,243.117,283.323,284.25,261.334
Rint1,868.186,920.574,907.987,947.146,949.139,856.968,960.241
Ston2,421.837,540.121,413.948,512.056,153.494,148.252,106.286
Tigar,1278.14,1688.79,772.586,981.472,932.406,1007.89,767.471
Slc39a13,232.31,107.394,191.02,156.606,154.41,143.004,242.659
Pogz,976.943,787.231,1013.84,880.136,866.479,929.082,1153.48
Dcun1d2,366.776,341.634,326.687,331.246,400.826,362.383,405.098
Glmn,1324.71,1510.33,1375.86,1536.64,1281.32,1154.64,1556.2
Anapc2,2235.3,2358.12,2444.52,2585.38,2201.66,2238.22,1891.03
,1398.83,1524.57,1448.19,1562.84,1256.65,1186.11,1154.21
Dhx32,147.29,169.157,146.378,162.781,136.252,119.635,41.785
Lacc1,180.902,196.517,179.14,212.63,232.914,229.553,238.017
Nhlrc2,1652.58,1672.99,1491.93,1603.1,1505.33,1489.37,1531.43
Srek1,1494.59,1564.87,1522.54,1546.03,1743.08,1742.4,1358.84
Wwp1,295.432,249.253,288.894,284.205,282.7,288.071,242.136
Trim35,124.214,171.374,143.549,157.258,121.454,127.142,159.228
Arhgef10,666.032,598.461,532.611,517.9,797.813,824.013,711.811
Rps6ka5,221.92,206.411,269.929,255.668,435.866,431.371,387.896
Map1s,2623.54,2683.24,2661.39,2465.64,2503.66,2511.92,3379.69
Camkk2,351.659,427.666,354.004,372.529,472.318,441.323,320.47
Strip1,1956.14,1569.86,2027.82,1768.89,1791.33,1850.87,2289.27
Snx16,127.792,148.716,145.145,175.051,117.433,115.972,132.124
Taf5,392.356,425.567,455.949,461.229,398.725,401.6,329.585
Zhx2,176.603,178.941,174.447,176.529,98.042,108.014,172.545
Farsa,2104.49,2280.69,2097.49,2399.18,2124.3,2171.86,2745.3
Trub1,499.349,518.612,535.722,609.032,567.819,523.548,638.545
Arhgap12,1186.61,976.706,1102.69,1046.9,1182.22,1312.71,1400.77
Eftud1,2329.31,2093.19,2204,2138.42,2102.42,2109.74,2474.78
Ing4,434.802,452.012,420.991,401.711,359.413,308.317,267.928
Vps26b,822.398,997.543,953.877,958.892,1004.75,1024.81,1248.04
Trim47,1433.15,1362.55,1449.5,1404.27,1185.97,1188.51,1145.56
Agps,2614.17,2199.24,2582.75,2429.79,2235.87,2381.62,2698.61
Epc2,58.7245,55.6732,70.4966,54.6796,72.4681,81.7479,73.0656
Atg16l1,914.866,1072.27,979.07,1038.6,824.855,872.806,955.013
Sowahc,433.448,454.943,487.906,532.293,302.774,290.004,250.011
Slc25a16,114.706,86.5271,144.631,115.83,159.545,136.365,152.732
Tmx4,777.15,258.56,739.786,443.416,712.087,768.675,776.929
Paox,893.502,978.524,546.634,604.41,1879.35,1793.85,2187.82
Cog5,1469.01,1431.74,1579.42,1579.29,1417.34,1381.08,1647.11
Gpcpd1,228.122,246.509,262.317,292.167,226.399,227.795,240.865
Wdr59,202.547,190.635,184.578,191.692,231.465,239.096,201.913
Asrgl1,247.189,296.127,269.225,326.725,592.817,565.926,780.399
Mastl,1088.11,1011.84,884.363,850.334,983.279,1003.07,1046.22
Znf451,275.131,214.429,213.956,236.344,260.172,266.187,327.479
Zhx3,791.972,832.629,696.346,832.524,593.366,577.986,648.542
Dis3l,436.113,366.872,454.048,419.579,372.668,398.487,466.844
Fem1ab,124.385,104.013,113.86,105.466,122.936,116.889,124.676
Sipa1l1,1000.58,945.894,1112.45,1079.44,1212.43,1119.87,1733.14
Tlk1,549.911,540.371,607.806,576.419,602.984,583.063,568.058
Frmd6,592.982,536.836,657.2,596.031,638.898,612.815,619.769
Itfg3,155.98,191.06,181.054,183.599,353.452,357.297,331.374
Plekhh2,206.393,181.737,238.628,233.757,179.453,166.218,303.346
Lnpep,2445.29,2307.17,2323.84,2275.7,2577.4,2596.27,3358.28
Ldlrap1,219.661,194.87,216.844,229.377,202.841,186.618,130.737
Slc39a6,362.46,236.885,348.483,266.278,328.168,310.569,310.296
Dock8,312.205,317.692,824.497,754.524,707.306,680.144,459.317
Ncaph,4477.51,5164.42,4455.77,4806.4,4373.95,4049.97,2598.46
Cpne1,1999.54,2322.53,1989.45,2172.37,2143.21,2084.79,1627.9
Prepl,659.189,761.877,683.702,757.867,680.477,730.445,1008.74
Myo9a,796.297,506.694,851.891,622.951,854.363,873.332,1002.67
Cers6,489.987,202.252,461.733,291.287,428.328,436.385,524.814
Frs2,263.246,238.907,251.174,265.073,408.069,417.681,380.817
Mbnl2,2494.07,2718.02,2669.56,2775.83,2724.25,2610.75,2421.5
Mtrr,826.007,873.155,807.919,911.801,988.272,962.066,1281.91
Thop1,4011.92,4681.4,4053.04,4537.36,4500.68,4450.21,4741.91
Camsap2,1364.73,997.652,1419.12,1201.78,1523.21,1505.1,1751.21
11-Sep,2916.36,3624.26,2692.72,3109.98,2931.16,2933.93,2486.76
Iws1,1387.16,1768.24,1092.84,1338.21,932.458,896.695,549.357
Tmem120a,115.667,24.7691,127.648,49.3946,125.48,153.385,185.031
Csgalnact2,271.179,238.975,190.309,188.932,245.951,252.176,161.997
Znf428,179.921,182.649,170.27,203.926,115.032,117.058,182.82
Smim4,32.3359,30.7715,37.9832,37.574,39.4609,38.9094,52.4437
Med19,7.55113,14.497,9.04386,16.2707,8.86264,10.8516,8.48932
Ccz1,857.026,853.311,864.963,931.94,717.885,695.614,876.806
Trmt10a,162.564,181.341,157.863,167.988,133.777,123.872,160.182
Ska3,922.914,1013.24,686.25,751.831,828.627,787.573,653.172
Tsen54,324.209,320.651,311.926,315.045,526.062,522.153,436.627
Hdac7,158.473,174.007,172.556,195.766,324.738,308.728,181.608
Ptcd1,270.586,217.903,313.326,239.587,242.903,239.599,380.425
Kiaa0196,3263.36,3417.44,3193.66,3353.97,3189.03,2990.85,3836.51
Dus1l,331.76,339.061,301.203,331.28,376.483,384.819,446.079
Rbm14,2362.83,2917.69,2617,2860.32,3022.92,3088.33,2333.85
Layn,46.3537,43.5068,53.46,41.7225,110.081,122.477,141.857
Rft1,94.5973,47.1946,113.513,59.3029,114.682,129.379,213.353
Fam120c,594.033,342.992,491.229,452.02,729.949,709.597,925.546
Klhl30,1502.82,1815.33,1671.88,1868.91,955.931,954.654,516.138
Fam203a,1840.1,2134.74,1945.7,2145.28,1440.49,1248.68,1471.86
Mettl3,380.874,390.057,371.304,372.866,353.906,326.521,357.661
Casp9,164.705,170.073,111.949,126.459,99.5344,112.88,91.7383
Brat1,887.241,965.179,923.731,921.85,906.193,809.781,1025.21
Tango6,727.869,842.95,759.964,856.035,725.099,689.127,712.293
,859.776,922.754,796.865,887.274,1060.93,996.36,724.382
Ccdc90b,458.738,551.876,424.772,409.864,590.886,610.843,564.702
Guf1,16.8735,22.9517,25.9194,23.0598,25.9061,20.9913,23.776
Lmf2,1052.23,357.068,1104.89,594.241,1355.3,1387.78,1594.02
Kntc1,4852.6,5064.76,5047.82,5136.86,5739.8,5687.56,4579.93
Yipf4,209.375,180.085,213.111,215.188,225.329,218.594,229.028
Vcpkmt,484.822,410.306,459.933,416.069,335.242,336.009,326.831
Eri3,1470.47,1593.44,1395.58,1625.91,1150.13,1192.94,967.504
Unc119b,337.987,385.695,405.976,374.452,326.075,335.676,306.669
Tbl3,2294.72,2594.08,2338.63,2594.7,1921.92,1761.35,2568.52
Aida,745.47,949.278,755.662,879.053,851.352,900.212,759.508
Dennd2a,384.641,265.718,362.138,300.069,526.946,576.265,486.676
Fbxl3,34.9537,26.6051,41.9517,35.9558,28.859,23.4525,37.2946
Nelfb,1434.41,1374.84,1474.27,1402.91,1241.58,1193.57,1253.27
Endod1,114.063,61.4935,162.021,102.755,170.311,178.75,143.961
Heatr5b,1147.22,1143.25,1292.34,1411.26,1340.19,1375.77,1796.03
Rad51ap1,375.118,362.003,271.14,280.675,483.308,490.14,243.463
Lmbrd2,813.042,807.888,930.893,792.091,659.749,663.734,669.365
Fam118b,161.954,161.063,134.272,151.378,145.178,131.429,143.872
Rae1,3079.55,3677.61,3009.64,3285.81,2873.59,2947.11,2888.46
Pias2,135.198,112.184,99.5612,126.971,122.353,140.197,122.116
Nadk2,679.102,725.814,832.438,825.596,1275.01,1157.55,1423.66
,198.536,202.247,184.383,230.106,204.469,214.371,210.069
Cnot2,1843.08,2235.65,1748.05,1976.04,1791.71,1712.2,1566.31
Inpp5k,477.256,541.782,413.84,439.191,748.041,722.728,539.671
Cwc22,1320.66,1380.14,1348.86,1392.1,1151,1051.23,1412.87
Pdcd2l,31.626,38.2399,31.6553,35.5586,25.3057,25.7362,25.5176
Nt5dc1,523.225,622.339,570.268,633.76,531.264,505.043,468.925
Grsf1,2224.59,2623.55,2506.45,2655.07,2464.83,2281.82,2174.19
Tbcel,732.576,762.748,729.08,771.623,521.893,538.185,520.83
10-Sep,1078.25,1263.51,1004.72,1158.44,1161.54,1181.11,1062.31
Rtkn,1476.62,1645.06,1158.06,1321.17,969.508,905.003,605.805
Rps19bp1,475.313,478.764,506.275,489.727,438.125,414.7,546.17
Ccdc104,685.982,794.911,778.252,874.306,904.674,887.805,671.83
Wdr26,1380.08,1668.96,1564.45,1730.4,1456.66,1561.08,1599.02
Sdhaf2,404.187,441.443,329.551,348.048,507.629,465.798,369.477
Zfp57,24.3985,23.8704,17.8913,24.701,20.3526,22.1236,21.5528
Pqlc3,60.7952,43.9971,61.2872,53.8478,67.2314,72.662,58.961
Btbd9,171.642,181.343,166.228,174.976,165.441,170.72,110.453
Lin9,225.781,214.347,259.015,232.449,288.511,297.159,292.563
Kiaa0556,147.403,47.8498,186.045,73.8669,176.829,133.2,193.9
Vps52,873.058,709.292,794.999,760.225,895.817,908.274,1064.16
Wdr60,142.716,100.881,168.915,133.486,159.789,175.44,217.064
Fam221a,18.4135,22.4173,37.5236,37.5734,71.5764,74.344,28.5259
Rcor2,16.8627,13.8878,14.1738,12.7309,8.18631,10.617,6.78742
Crbn,496.423,539.165,458.279,480.593,594.263,562.424,486.635
Stbd1,2175.81,980.377,1567.14,947.167,879.039,859.5,1257.81
Cstf2t,107.973,92.6063,92.6376,100.718,82.3539,76.7771,109.737
Mmaa,186.295,213.247,221.675,216.827,225.349,220.891,237.252
Pcyox1l,392.849,336.739,397.2,379.921,628.655,525.048,330.839
Rbm4,701.802,799.781,811.303,862.147,801.519,758.316,788.19
Uba6,5009.98,5582.35,4779.03,5431.93,4153.59,4068.2,5129.19
Utp15,1515.21,1164.81,1531.61,1459.48,1433.32,1476.03,2017.97
Ccdc134,916.778,862.649,812.893,777.858,664.09,699.345,725.248
Emc1,2404.14,1030.27,2727.43,1471.84,2794.19,2859.31,3207.29
Spice1,949.247,1120.7,949.971,961.783,1484.89,1451.61,880.739
Itch,532.943,463.561,515.785,516.766,412.147,336.956,472.954
Uba3,1372.37,1651.84,1281.24,1437.39,1245.86,1190.88,1138.54
Fam60a,320.858,268.096,297.558,253.513,143.75,155.658,174.215
Scai,428.884,432.888,524.16,482.016,431.845,387.896,360.623
Ank2,841.812,751.568,645.918,645.274,481.2,454.835,1141.68
Ank2,19.7309,17.1611,14.6891,12.6872,9.96056,10.7853,30.4057
Tsr2,230.208,329.344,229.319,275.934,274.495,274.993,177.595
Ppfibp1,3384.03,3721.77,2735.02,2732.99,4903.72,4943.04,3512.67
Endov,43.3276,40.8617,32.9339,44.803,43.9157,41.8607,42.1883
Dido1,1890.91,1780.2,2184.06,1987.59,2227.93,2151.78,2756.17
Otg1,955.299,985.723,1013.44,1068.93,997.727,936.265,857.093
Atg4a,226.932,292.468,266.115,302.576,357.99,368.533,287.842
Gan,853.548,842.007,700.923,727.752,542.963,533.446,593.258
Pgm2l1,61.4832,52.7746,56.2349,52.3888,53.9442,47.7152,48.1825
Nhsl1,822.002,775.349,658.841,683.589,433.357,371.783,326.81
Immt,4933.44,4891.09,4370.27,3501.41,6693.43,6620.24,5312.79
Parp9,38.3856,49.2883,36.4934,38.6721,83.1514,78.5126,53.5396
Ybey,230.255,252.681,194.38,220.092,222.04,195.014,201.951
Acat2,921.667,951.722,975.17,1047.25,1263.29,1342.11,794.759
Gramd4,983.642,303.84,1474.71,668.823,1425.3,1577.1,1809.27
Cntrob,18.4035,20.8328,20.1025,17.8321,28.1191,17.5945,21.5277
